Vorname,Nachname,Position,Tempo,Schuss,Pass,Zweikampf,Reflexe,Stellungsspiel,Stärke,Team_ID,Herkunft
Daniel,Martin,Mittelfeld,87,80,76,62,55,67,71,,DE
Daniel,Martin,Mittelfeld,89,80,97,82,58,72,80,,IT
Daniel,Martin,Stürmer,95,98,62,68,62,72,76,,TR_AR
David,Martin,Verteidiger,68,67,63,95,55,82,72,,BENELUX
David,Martin,Mittelfeld,84,85,93,70,67,86,81,,DE
David,Martin,Verteidiger,65,53,65,74,70,91,70,,IT
David,Martin,Verteidiger,56,56,80,90,65,72,70,,RUS_EU
Diego,Martin,Verteidiger,56,61,62,89,61,84,69,,DE
Diego,Martin,Stürmer,82,76,66,56,66,77,70,,DE
Diego,Martin,Stürmer,83,80,76,70,66,91,78,,EN_US
Fernando,Martin,Mittelfeld,72,82,71,60,57,65,68,,DE
Fernando,Martin,Mittelfeld,62,78,97,65,61,86,75,,TR_AR
Fernando,Martin,Torwart,66,53,74,57,82,94,71,,DE
Fernando,Martin,Stürmer,70,97,70,55,68,72,72,,TR_AR
Fernando,Martin,Verteidiger,58,67,57,80,67,87,69,,TR_AR
Fernando,Martin,Torwart,57,59,73,56,88,88,70,,DE
James,Martin,Verteidiger,79,53,70,98,69,66,72,,DE
James,Martin,Mittelfeld,73,65,76,75,66,85,73,,EN_US
James,Martin,Stürmer,93,75,75,71,62,85,77,,DE
James,Martin,Mittelfeld,80,78,72,82,55,75,74,,TR_AR
James,Martin,Mittelfeld,79,80,86,72,65,81,77,,DE
James,Martin,Mittelfeld,80,63,72,64,65,66,68,,DE
Javier,Martin,Verteidiger,58,51,57,87,51,77,64,,GR
Javier,Martin,Stürmer,79,76,76,63,62,71,71,,TR_AR
Javier,Martin,Stürmer,78,76,79,74,50,87,74,,DE
Javier,Martin,Mittelfeld,61,72,80,74,53,83,70,,BENELUX
Javier,Martin,Mittelfeld,68,71,85,80,70,87,77,,DE
Jose,Martin,Mittelfeld,76,66,80,85,70,90,78,,DE
Jose,Martin,Mittelfeld,67,60,71,85,67,71,70,,DE
Jose,Martin,Verteidiger,79,70,74,97,69,72,77,,DE
Jose,Martin,Verteidiger,69,52,67,89,69,93,73,,SCANDI
Juan,Martin,Verteidiger,57,54,57,95,64,72,66,,EN_US
Juan,Martin,Mittelfeld,66,70,100,68,55,71,72,,TR_AR
Juan,Martin,Stürmer,87,81,74,61,65,79,74,,IT
Luis,Martin,Verteidiger,71,67,58,83,53,65,66,,BENELUX
Luis,Martin,Mittelfeld,62,64,97,66,68,68,71,,DE
Luis,Martin,Verteidiger,61,68,79,77,59,80,71,,TR_AR
Luis,Martin,Stürmer,94,85,74,68,54,80,76,,DE
Matthew,Martin,Verteidiger,58,57,70,77,55,85,67,,SCANDI
Matthew,Martin,Torwart,53,64,72,67,84,83,70,,DE
Matthew,Martin,Stürmer,80,80,57,62,67,78,71,,DE
Matthew,Martin,Mittelfeld,89,82,86,80,56,89,80,,EN_US
Matthew,Martin,Stürmer,77,99,64,63,64,91,76,,IT
Matthew,Martin,Verteidiger,57,65,64,73,63,85,68,,IT
Matthew,Martin,Verteidiger,77,57,77,90,63,67,72,,DE
Michael,Martin,Verteidiger,65,68,65,100,53,67,70,,TR_AR
Michael,Martin,Verteidiger,76,54,67,88,62,93,73,,DE
Michael,Martin,Verteidiger,68,56,73,74,53,86,68,,ES
Miguel,Martin,Verteidiger,69,66,61,72,54,72,66,,DE
Raul,Martin,Stürmer,76,73,74,75,50,89,73,,TR_AR
Raul,Martin,Torwart,62,60,56,63,87,71,66,,RUS_EU
Raul,Martin,Torwart,56,54,61,65,78,88,67,,DE
Raul,Martin,Mittelfeld,90,62,89,83,54,75,76,,DE
Robert,Martin,Stürmer,89,97,79,55,51,92,77,,IT
Robert,Martin,Stürmer,82,72,74,72,67,93,77,,TR_AR
Robert,Martin,Stürmer,73,94,56,58,52,70,67,,TR_AR
Robert,Martin,Mittelfeld,82,78,92,81,62,88,80,,DE
Robert,Martin,Mittelfeld,72,75,99,72,69,76,77,,SCANDI
Robert,Martin,Stürmer,87,73,76,58,63,74,72,,DE
Robert,Martin,Torwart,55,51,73,60,93,82,69,,DE
Robert,Martin,Mittelfeld,87,81,82,70,70,72,77,,DE
Robert,Martin,Mittelfeld,79,75,74,63,52,74,70,,DE
Sergio,Martin,Verteidiger,78,51,57,100,62,72,70,,DE
Sergio,Martin,Mittelfeld,83,64,98,81,57,69,75,,DE
Sergio,Martin,Verteidiger,71,69,60,83,52,82,70,,BENELUX
Sergio,Martin,Mittelfeld,67,67,80,66,63,68,68,,SCANDI
Sergio,Martin,Mittelfeld,72,67,86,85,63,88,77,,DE
Thomas,Martin,Stürmer,83,93,80,79,56,92,80,,BENELUX
Thomas,Martin,Stürmer,86,78,58,76,60,89,74,,IT
Thomas,Martin,Verteidiger,77,62,55,78,66,79,70,,ES
William,Martin,Stürmer,98,98,55,74,56,86,78,,DE
William,Martin,Torwart,55,53,60,57,80,94,66,,SCANDI
William,Martin,Torwart,65,56,64,64,83,68,67,,SCANDI
Carlos,Martinez,Verteidiger,70,65,77,77,67,87,74,,TR_AR
Carlos,Martinez,Verteidiger,58,69,66,80,55,65,66,,DE
Carlos,Martinez,Mittelfeld,80,66,88,82,66,85,78,,DE
Carlos,Martinez,Stürmer,70,89,75,63,51,76,71,,IT
Carlos,Martinez,Stürmer,88,88,72,58,70,93,78,,TR_AR
Carlos,Martinez,Mittelfeld,69,84,90,71,53,85,75,,DE
Carlos,Martinez,Mittelfeld,79,61,91,81,64,83,76,,DE
Carlos,Martinez,Torwart,54,63,75,58,76,66,65,,DE
Carlos,Martinez,Verteidiger,55,56,70,88,62,88,70,,DE
Diego,Martinez,Stürmer,82,91,76,80,52,88,78,,ES
Diego,Martinez,Stürmer,92,96,80,60,59,81,78,,TR_AR
Diego,Martinez,Verteidiger,72,51,56,73,54,71,63,,DE
Diego,Martinez,Torwart,66,65,68,73,93,79,74,,DE
Fernando,Martinez,Mittelfeld,90,60,78,62,62,73,71,,DE
Fernando,Martinez,Stürmer,73,70,61,58,54,87,67,,DE
Fernando,Martinez,Stürmer,89,88,70,71,50,94,77,,TR_AR
Javier,Martinez,Verteidiger,78,66,75,96,50,65,72,,DE
Javier,Martinez,Verteidiger,72,68,57,83,68,78,71,,DE
Javier,Martinez,Mittelfeld,64,71,86,68,53,86,71,,DE
Javier,Martinez,Stürmer,82,80,61,70,65,70,71,,EN_US
Javier,Martinez,Mittelfeld,80,74,100,69,63,76,77,,DE
Jose,Martinez,Stürmer,94,84,79,70,67,71,78,,SCANDI
Jose,Martinez,Stürmer,79,96,79,64,64,75,76,,DE
Jose,Martinez,Verteidiger,72,60,76,97,68,81,76,,EN_US
Jose,Martinez,Mittelfeld,68,72,92,80,69,83,77,,SCANDI
Jose,Martinez,Mittelfeld,84,61,82,66,55,67,69,,DE
Juan,Martinez,Verteidiger,79,63,58,80,69,91,73,,DE
Juan,Martinez,Mittelfeld,63,64,94,84,68,80,76,,DE
Juan,Martinez,Verteidiger,76,55,74,72,65,90,72,,DE
Juan,Martinez,Mittelfeld,88,62,95,78,66,78,78,,EN_US
Juan,Martinez,Verteidiger,79,67,71,93,59,83,75,,BENELUX
Juan,Martinez,Mittelfeld,81,75,75,75,66,66,73,,IT
Juan,Martinez,Torwart,67,51,63,64,73,76,66,,TR_AR
Luis,Martinez,Mittelfeld,66,76,73,83,50,72,70,,DE
Luis,Martinez,Mittelfeld,83,72,85,61,60,70,72,,DE
Luis,Martinez,Verteidiger,64,61,72,74,62,94,71,,DE
Luis,Martinez,Mittelfeld,67,78,92,77,62,74,75,,BENELUX
Luis,Martinez,Stürmer,84,88,58,71,57,90,75,,DE
Luis,Martinez,Mittelfeld,62,66,75,80,67,86,73,,DE
Luis,Martinez,Verteidiger,57,67,58,77,60,79,66,,RUS_EU
Miguel,Martinez,Verteidiger,70,52,57,98,53,72,67,,RUS_EU
Miguel,Martinez,Mittelfeld,78,60,71,62,60,72,67,,DE
Miguel,Martinez,Stürmer,84,100,70,62,56,85,76,,DE
Miguel,Martinez,Mittelfeld,85,78,96,74,68,69,78,,DE
Miguel,Martinez,Stürmer,75,95,74,77,66,77,77,,DE
Miguel,Martinez,Mittelfeld,74,63,73,74,60,65,68,,DE
Miguel,Martinez,Verteidiger,57,64,59,89,65,78,69,,BENELUX
Miguel,Martinez,Verteidiger,73,59,70,73,54,87,69,,TR_AR
Raul,Martinez,Verteidiger,76,55,59,85,66,85,71,,TR_AR
Raul,Martinez,Mittelfeld,65,77,100,66,57,68,72,,DE
Raul,Martinez,Mittelfeld,63,61,93,78,53,90,73,,DE
Raul,Martinez,Mittelfeld,87,82,89,63,70,78,78,,TR_AR
Raul,Martinez,Mittelfeld,64,65,75,62,70,77,69,,SCANDI
Raul,Martinez,Verteidiger,69,50,75,98,68,78,73,,GR
Raul,Martinez,Torwart,66,62,72,62,98,77,73,,DE
Sergio,Martinez,Verteidiger,67,56,55,96,55,93,70,,BENELUX
Sergio,Martinez,Torwart,67,53,66,64,86,73,68,,DE
Bram,Meijer,Stürmer,88,83,75,70,56,82,76,,DE
Bram,Meijer,Mittelfeld,68,84,77,65,62,76,72,,TR_AR
Bram,Meijer,Mittelfeld,79,80,73,80,56,69,73,,DE
Bram,Meijer,Mittelfeld,77,60,98,72,69,80,76,,SCANDI
Bram,Meijer,Mittelfeld,74,73,76,81,64,74,74,,SCANDI
Daan,Meijer,Verteidiger,75,53,57,76,58,82,67,,DE
Daan,Meijer,Mittelfeld,67,85,88,70,69,71,75,,DE
Daan,Meijer,Mittelfeld,85,69,78,72,68,82,76,,ES
Daan,Meijer,Stürmer,70,73,64,65,54,81,68,,DE
Daan,Meijer,Stürmer,87,97,58,61,57,93,76,,DE
Jan,Meijer,Torwart,52,58,71,61,79,89,68,,GR
Jan,Meijer,Torwart,65,65,66,73,81,88,73,,DE
Jan,Meijer,Mittelfeld,69,74,90,73,54,68,71,,DE
Jan,Meijer,Mittelfeld,78,69,93,75,60,83,76,,IT
Jelle,Meijer,Verteidiger,61,50,68,96,68,86,72,,SCANDI
Jelle,Meijer,Mittelfeld,74,62,74,63,60,75,68,,EN_US
Jelle,Meijer,Stürmer,100,70,57,80,63,86,76,,DE
Jelle,Meijer,Mittelfeld,71,74,73,70,68,77,72,,DE
Koen,Meijer,Mittelfeld,80,85,98,77,68,89,83,,DE
Koen,Meijer,Mittelfeld,74,78,89,62,62,79,74,,DE
Koen,Meijer,Torwart,65,53,62,72,92,69,69,,DE
Koen,Meijer,Verteidiger,58,68,61,85,50,95,70,,DE
Pieter,Meijer,Stürmer,75,97,59,67,70,92,77,,BENELUX
Pieter,Meijer,Torwart,53,65,56,56,74,80,64,,DE
Pieter,Meijer,Verteidiger,57,51,66,77,52,91,66,,DE
Pieter,Meijer,Verteidiger,56,53,68,86,53,81,66,,GR
Sven,Meijer,Stürmer,89,83,65,78,54,94,77,,DE
Sven,Meijer,Mittelfeld,63,66,72,64,60,88,69,,SCANDI
Sven,Meijer,Mittelfeld,75,60,90,62,55,71,69,,EN_US
Sven,Meijer,Mittelfeld,89,67,82,78,61,78,76,,BENELUX
Sven,Meijer,Stürmer,77,89,59,57,62,76,70,,DE
Sven,Meijer,Mittelfeld,84,71,96,67,65,85,78,,DE
Thijs,Meijer,Verteidiger,73,57,69,70,59,83,68,,BENELUX
Thijs,Meijer,Verteidiger,60,70,57,93,67,67,69,,TR_AR
Thijs,Meijer,Mittelfeld,79,61,100,85,64,80,78,,TR_AR
Thijs,Meijer,Verteidiger,70,51,56,91,70,67,68,,SCANDI
Thijs,Meijer,Mittelfeld,63,66,70,82,62,78,70,,SCANDI
Wouter,Meijer,Verteidiger,56,60,76,96,63,93,74,,TR_AR
Wouter,Meijer,Verteidiger,74,67,74,98,62,68,74,,RUS_EU
Wouter,Meijer,Verteidiger,72,59,80,86,62,92,75,,SCANDI
Wouter,Meijer,Mittelfeld,88,77,85,67,58,67,74,,GR
Wouter,Meijer,Mittelfeld,74,82,82,77,56,84,76,,IT
Daniel,Meyer,Verteidiger,62,62,80,93,51,84,72,,DE
Daniel,Meyer,Verteidiger,76,58,78,92,58,94,76,,DE
Daniel,Meyer,Torwart,63,63,60,66,74,94,70,,TR_AR
Daniel,Meyer,Mittelfeld,82,82,71,60,58,71,71,,DE
Daniel,Meyer,Verteidiger,70,59,70,74,67,92,72,,RUS_EU
Daniel,Meyer,Mittelfeld,66,63,100,60,51,89,72,,DE
Daniel,Meyer,Stürmer,84,87,72,69,65,82,76,,SCANDI
Daniel,Meyer,Verteidiger,77,67,78,95,61,82,77,,TR_AR
Daniel,Meyer,Stürmer,96,82,55,59,52,82,71,,TR_AR
Daniel,Meyer,Mittelfeld,70,60,98,62,61,81,72,,IT
Daniel,Meyer,Verteidiger,79,62,70,93,58,70,72,,ES
Dennis,Meyer,Mittelfeld,64,80,88,80,51,82,74,,IT
Dennis,Meyer,Stürmer,96,86,64,75,52,71,74,,DE
Dennis,Meyer,Mittelfeld,69,68,77,75,52,73,69,,DE
Dennis,Meyer,Stürmer,91,79,80,63,58,90,77,,DE
Dennis,Meyer,Mittelfeld,67,66,88,74,64,73,72,,DE
Dennis,Meyer,Stürmer,79,98,77,70,59,90,79,,DE
Dennis,Meyer,Stürmer,84,76,63,60,51,79,69,,IT
Dennis,Meyer,Torwart,55,59,64,74,93,87,72,,DE
Dennis,Meyer,Verteidiger,70,66,68,99,54,76,72,,DE
Dennis,Meyer,Stürmer,84,70,59,69,57,76,69,,DE
Dennis,Meyer,Mittelfeld,70,85,87,64,69,86,77,,BENELUX
Dennis,Meyer,Verteidiger,60,66,55,96,66,93,73,,DE
Dennis,Meyer,Verteidiger,67,59,78,94,54,65,70,,DE
Dennis,Meyer,Mittelfeld,75,82,79,72,54,86,75,,DE
Dennis,Meyer,Verteidiger,74,58,62,94,66,71,71,,DE
Felix,Meyer,Stürmer,71,84,79,62,60,75,72,,DE
Felix,Meyer,Mittelfeld,85,84,85,76,52,66,75,,DE
Felix,Meyer,Mittelfeld,66,83,87,83,60,81,77,,DE
Felix,Meyer,Mittelfeld,80,65,95,66,61,89,76,,DE
Felix,Meyer,Mittelfeld,68,78,89,70,63,77,74,,SCANDI
Felix,Meyer,Stürmer,86,77,73,72,59,75,74,,ES
Felix,Meyer,Mittelfeld,85,69,76,66,57,66,70,,EN_US
Felix,Meyer,Mittelfeld,72,80,78,84,61,85,77,,TR_AR
Felix,Meyer,Torwart,59,59,58,60,91,88,69,,RUS_EU
Felix,Meyer,Verteidiger,78,65,78,76,53,93,74,,DE
Felix,Meyer,Verteidiger,67,55,70,89,61,71,69,,SCANDI
Felix,Meyer,Torwart,68,61,73,70,77,79,71,,DE
Felix,Meyer,Verteidiger,80,52,59,85,70,76,70,,DE
Felix,Meyer,Stürmer,79,82,78,62,54,91,74,,TR_AR
Finn,Meyer,Verteidiger,80,56,70,86,69,66,71,,DE
Finn,Meyer,Mittelfeld,80,74,74,77,53,75,72,,DE
Finn,Meyer,Verteidiger,77,59,63,94,67,75,72,,DE
Finn,Meyer,Mittelfeld,63,77,91,83,56,80,75,,DE
Finn,Meyer,Stürmer,83,71,72,63,51,94,72,,TR_AR
Finn,Meyer,Mittelfeld,81,82,93,64,68,77,78,,EN_US
Finn,Meyer,Mittelfeld,65,80,81,65,54,88,72,,ES
Finn,Meyer,Stürmer,95,71,58,58,60,77,70,,DE
Finn,Meyer,Stürmer,86,94,79,66,63,80,78,,DE
Finn,Meyer,Verteidiger,55,68,75,73,61,72,67,,IT
Finn,Meyer,Mittelfeld,90,62,75,66,64,72,72,,TR_AR
Finn,Meyer,Stürmer,78,87,71,77,61,72,74,,EN_US
Finn,Meyer,Torwart,60,64,74,75,71,69,69,,DE
Finn,Meyer,Stürmer,75,85,57,57,65,83,70,,BENELUX
Finn,Meyer,Stürmer,100,77,60,63,58,89,74,,EN_US
Finn,Meyer,Verteidiger,70,57,64,91,69,75,71,,DE
Finn,Meyer,Stürmer,73,94,55,60,70,79,72,,DE
Finn,Meyer,Mittelfeld,66,74,88,79,60,83,75,,ES
Finn,Meyer,Verteidiger,79,67,80,98,62,81,78,,TR_AR
Florian,Meyer,Mittelfeld,83,63,99,76,64,78,77,,DE
Florian,Meyer,Mittelfeld,82,73,100,83,63,68,78,,TR_AR
Florian,Meyer,Verteidiger,56,66,73,71,70,76,69,,DE
Florian,Meyer,Mittelfeld,80,61,91,66,50,77,71,,TR_AR
Florian,Meyer,Verteidiger,76,59,64,73,61,67,67,,DE
Florian,Meyer,Verteidiger,71,66,68,93,59,91,75,,ES
Florian,Meyer,Mittelfeld,88,73,93,78,70,83,81,,TR_AR
Florian,Meyer,Verteidiger,57,50,75,92,62,93,72,,TR_AR
Florian,Meyer,Mittelfeld,83,84,97,62,54,85,78,,DE
Florian,Meyer,Verteidiger,56,67,79,81,59,79,70,,RUS_EU
Florian,Meyer,Torwart,68,61,61,58,91,72,68,,TR_AR
Florian,Meyer,Mittelfeld,76,82,94,73,62,68,76,,TR_AR
Florian,Meyer,Stürmer,93,96,66,58,52,92,76,,DE
Florian,Meyer,Verteidiger,79,67,75,81,69,77,75,,TR_AR
Florian,Meyer,Verteidiger,70,55,68,86,69,87,72,,TR_AR
Florian,Meyer,Mittelfeld,66,60,83,66,60,86,70,,DE
Florian,Meyer,Stürmer,81,87,62,64,69,84,74,,DE
Florian,Meyer,Mittelfeld,68,74,100,84,56,77,76,,BENELUX
Florian,Meyer,Mittelfeld,60,73,86,69,51,75,69,,TR_AR
Florian,Meyer,Mittelfeld,89,63,73,80,60,87,75,,DE
Florian,Meyer,Mittelfeld,60,85,76,74,51,70,69,,SCANDI
Florian,Meyer,Verteidiger,77,57,64,87,52,74,68,,DE
Florian,Meyer,Verteidiger,55,64,65,77,63,90,69,,BENELUX
Florian,Meyer,Verteidiger,60,56,66,74,51,89,66,,DE
Florian,Meyer,Mittelfeld,84,79,92,76,59,71,77,,SCANDI
Florian,Meyer,Stürmer,91,100,74,59,67,71,77,,DE
Jan,Meyer,Stürmer,86,71,63,71,68,86,74,,DE
Jan,Meyer,Stürmer,92,71,58,61,53,94,72,,IT
Jan,Meyer,Stürmer,73,77,66,72,67,93,75,,IT
Jan,Meyer,Verteidiger,68,55,80,73,56,67,66,,SCANDI
Jan,Meyer,Verteidiger,59,70,68,82,55,68,67,,GR
Jan,Meyer,Mittelfeld,73,64,98,64,70,76,74,,DE
Jan,Meyer,Mittelfeld,66,68,89,81,67,79,75,,IT
Jan,Meyer,Verteidiger,80,60,65,76,57,73,68,,DE
Jan,Meyer,Stürmer,95,78,66,55,68,82,74,,DE
Jan,Meyer,Stürmer,94,93,77,57,58,73,75,,DE
Jan,Meyer,Verteidiger,58,67,76,83,64,66,69,,ES
Jan,Meyer,Verteidiger,64,63,77,83,56,92,72,,DE
Jan,Meyer,Stürmer,74,99,73,58,55,74,72,,TR_AR
Jan,Meyer,Mittelfeld,84,63,88,68,70,75,75,,DE
Jonas,Meyer,Mittelfeld,80,64,70,83,67,77,74,,DE
Jonas,Meyer,Mittelfeld,61,69,73,72,53,81,68,,ES
Jonas,Meyer,Verteidiger,74,65,60,77,51,93,70,,DE
Jonas,Meyer,Torwart,54,59,74,58,91,73,68,,DE
Jonas,Meyer,Stürmer,93,97,65,65,61,95,79,,DE
Jonas,Meyer,Stürmer,92,100,73,78,54,71,78,,TR_AR
Jonas,Meyer,Mittelfeld,82,74,79,76,53,73,73,,DE
Jonas,Meyer,Verteidiger,75,60,72,89,61,87,74,,DE
Jonas,Meyer,Mittelfeld,71,61,97,61,67,84,74,,DE
Jonas,Meyer,Mittelfeld,84,77,98,80,51,88,80,,SCANDI
Jonas,Meyer,Mittelfeld,70,81,83,72,50,79,72,,IT
Jonas,Meyer,Stürmer,73,85,71,65,66,76,73,,DE
Jonas,Meyer,Stürmer,84,70,70,66,67,86,74,,IT
Jonas,Meyer,Verteidiger,63,68,58,75,68,93,71,,DE
Jonas,Meyer,Verteidiger,56,70,78,86,56,85,72,,DE
Jonas,Meyer,Mittelfeld,72,74,71,79,69,70,72,,ES
Julian,Meyer,Stürmer,93,93,58,79,63,88,79,,DE
Julian,Meyer,Verteidiger,75,62,61,81,62,86,71,,DE
Julian,Meyer,Mittelfeld,69,65,93,75,55,77,72,,DE
Julian,Meyer,Verteidiger,66,53,68,96,55,72,68,,DE
Julian,Meyer,Mittelfeld,66,69,89,85,65,90,77,,GR
Julian,Meyer,Verteidiger,66,57,71,70,60,79,67,,ES
Julian,Meyer,Verteidiger,80,66,64,86,54,79,72,,RUS_EU
Julian,Meyer,Mittelfeld,65,75,83,80,65,71,73,,ES
Julian,Meyer,Torwart,57,60,67,58,74,95,68,,DE
Julian,Meyer,Stürmer,97,88,60,71,63,71,75,,IT
Julian,Meyer,Mittelfeld,88,78,76,63,52,69,71,,DE
Julian,Meyer,Mittelfeld,83,76,93,80,61,66,76,,DE
Julian,Meyer,Torwart,66,55,62,62,72,87,67,,DE
Julian,Meyer,Verteidiger,60,64,78,85,65,94,74,,TR_AR
Julian,Meyer,Stürmer,93,83,73,72,54,77,75,,BENELUX
Julian,Meyer,Stürmer,79,86,68,70,69,93,78,,DE
Julian,Meyer,Stürmer,87,100,74,72,53,75,77,,ES
Julian,Meyer,Stürmer,75,80,70,55,65,73,70,,SCANDI
Julian,Meyer,Verteidiger,67,51,56,71,68,90,67,,TR_AR
Leon,Meyer,Mittelfeld,90,84,81,67,70,69,77,,BENELUX
Leon,Meyer,Mittelfeld,80,72,78,80,66,68,74,,DE
Leon,Meyer,Mittelfeld,90,72,79,72,67,75,76,,TR_AR
Leon,Meyer,Mittelfeld,84,79,93,63,51,77,74,,DE
Leon,Meyer,Torwart,65,63,57,67,93,87,72,,DE
Leon,Meyer,Stürmer,75,92,60,79,66,71,74,,DE
Leon,Meyer,Mittelfeld,63,62,85,80,66,67,70,,DE
Leon,Meyer,Stürmer,97,75,80,57,56,78,74,,RUS_EU
Lukas,Meyer,Mittelfeld,64,77,96,81,50,81,75,,RUS_EU
Lukas,Meyer,Verteidiger,63,58,75,100,59,89,74,,DE
Lukas,Meyer,Mittelfeld,73,74,89,80,64,71,75,,DE
Lukas,Meyer,Mittelfeld,74,62,81,83,56,66,70,,DE
Lukas,Meyer,Stürmer,93,71,73,68,56,81,74,,BENELUX
Lukas,Meyer,Mittelfeld,61,68,99,64,59,89,73,,ES
Lukas,Meyer,Torwart,61,59,55,59,88,73,66,,DE
Lukas,Meyer,Mittelfeld,84,74,97,63,67,70,76,,TR_AR
Lukas,Meyer,Mittelfeld,63,72,75,78,56,69,69,,GR
Lukas,Meyer,Mittelfeld,68,60,93,70,54,82,71,,DE
Lukas,Meyer,Verteidiger,65,62,69,97,65,78,73,,DE
Lukas,Meyer,Mittelfeld,80,61,74,76,60,84,72,,DE
Lukas,Meyer,Torwart,55,64,56,61,88,69,66,,DE
Marcel,Meyer,Stürmer,84,75,75,63,68,74,73,,DE
Marcel,Meyer,Verteidiger,56,63,75,81,69,73,70,,DE
Marcel,Meyer,Stürmer,90,100,58,64,59,81,75,,DE
Marcel,Meyer,Mittelfeld,63,72,83,63,56,88,71,,DE
Marcel,Meyer,Verteidiger,74,60,77,81,55,95,74,,DE
Marcel,Meyer,Mittelfeld,66,61,82,69,61,71,68,,RUS_EU
Marcel,Meyer,Mittelfeld,62,80,93,63,54,73,71,,RUS_EU
Marcel,Meyer,Mittelfeld,79,83,84,85,60,81,79,,DE
Marcel,Meyer,Mittelfeld,89,81,83,83,67,75,80,,DE
Marcel,Meyer,Mittelfeld,86,68,93,85,61,66,76,,GR
Marcel,Meyer,Mittelfeld,90,83,82,64,52,73,74,,GR
Marcel,Meyer,Stürmer,83,85,72,80,57,76,76,,TR_AR
Marcel,Meyer,Mittelfeld,85,71,81,76,67,76,76,,DE
Marcel,Meyer,Mittelfeld,76,79,96,69,60,88,78,,DE
Marcel,Meyer,Verteidiger,63,54,60,79,58,91,68,,BENELUX
Marcel,Meyer,Stürmer,82,93,79,61,63,83,77,,DE
Marcel,Meyer,Verteidiger,55,58,55,73,64,94,66,,SCANDI
Marcel,Meyer,Stürmer,88,70,60,74,67,87,74,,TR_AR
Marcel,Meyer,Mittelfeld,63,75,77,62,50,66,66,,DE
Marcel,Meyer,Stürmer,85,83,68,70,68,84,76,,TR_AR
Marcel,Meyer,Mittelfeld,83,79,81,79,51,90,77,,ES
Marcel,Meyer,Mittelfeld,61,68,96,64,59,85,72,,DE
Marcel,Meyer,Torwart,68,64,59,56,76,66,65,,DE
Marcel,Meyer,Verteidiger,57,51,68,70,55,67,61,,DE
Max,Meyer,Torwart,50,64,59,57,97,80,68,,DE
Max,Meyer,Mittelfeld,87,77,100,85,66,82,83,,DE
Max,Meyer,Mittelfeld,84,69,82,69,64,84,75,,ES
Max,Meyer,Verteidiger,68,57,80,73,65,86,72,,TR_AR
Max,Meyer,Verteidiger,62,67,63,81,69,70,69,,BENELUX
Max,Meyer,Mittelfeld,88,80,89,70,57,73,76,,TR_AR
Max,Meyer,Verteidiger,78,67,57,73,63,79,70,,DE
Max,Meyer,Stürmer,96,87,70,70,59,95,80,,ES
Max,Meyer,Mittelfeld,71,84,97,78,50,84,77,,BENELUX
Max,Meyer,Stürmer,78,74,78,71,56,79,73,,TR_AR
Max,Meyer,Mittelfeld,63,68,87,81,60,82,74,,GR
Max,Meyer,Mittelfeld,82,66,83,80,67,70,75,,BENELUX
Max,Meyer,Torwart,65,53,74,64,70,94,70,,DE
Moritz,Meyer,Mittelfeld,68,83,98,83,50,76,76,,DE
Moritz,Meyer,Mittelfeld,78,65,88,61,65,70,71,,TR_AR
Moritz,Meyer,Mittelfeld,88,81,90,80,60,86,81,,DE
Moritz,Meyer,Stürmer,83,73,63,61,52,89,70,,DE
Moritz,Meyer,Stürmer,76,87,75,67,70,82,76,,DE
Moritz,Meyer,Mittelfeld,72,70,91,72,69,74,75,,DE
Moritz,Meyer,Torwart,62,53,64,58,98,79,69,,DE
Moritz,Meyer,Stürmer,77,74,62,56,54,85,68,,IT
Moritz,Meyer,Stürmer,93,91,68,70,53,76,75,,IT
Moritz,Meyer,Stürmer,79,73,72,75,55,85,73,,IT
Moritz,Meyer,Mittelfeld,61,76,97,79,57,83,76,,DE
Moritz,Meyer,Verteidiger,63,66,55,94,65,65,68,,DE
Moritz,Meyer,Stürmer,85,100,65,67,61,95,79,,RUS_EU
Niklas,Meyer,Torwart,64,59,63,55,83,89,69,,GR
Niklas,Meyer,Verteidiger,61,51,67,96,60,78,69,,DE
Niklas,Meyer,Stürmer,74,87,56,63,60,91,72,,TR_AR
Niklas,Meyer,Verteidiger,78,62,79,84,57,70,72,,DE
Niklas,Meyer,Mittelfeld,74,75,85,78,59,86,76,,EN_US
Niklas,Meyer,Mittelfeld,81,75,72,69,63,89,75,,DE
Niklas,Meyer,Mittelfeld,60,82,75,67,50,80,69,,RUS_EU
Niklas,Meyer,Verteidiger,76,70,61,88,70,83,75,,DE
Niklas,Meyer,Verteidiger,57,51,78,86,57,71,67,,ES
Niklas,Meyer,Verteidiger,57,60,76,91,54,69,68,,DE
Niklas,Meyer,Verteidiger,73,52,70,80,63,76,69,,DE
Niklas,Meyer,Verteidiger,57,58,62,79,60,84,67,,ES
Niklas,Meyer,Verteidiger,73,54,73,78,66,78,70,,SCANDI
Niklas,Meyer,Mittelfeld,61,74,99,80,56,82,75,,DE
Niklas,Meyer,Verteidiger,66,55,80,75,58,75,68,,IT
Paul,Meyer,Mittelfeld,62,66,79,79,59,76,70,,BENELUX
Paul,Meyer,Stürmer,92,94,65,55,69,92,78,,GR
Paul,Meyer,Mittelfeld,86,85,78,63,63,71,74,,DE
Paul,Meyer,Stürmer,82,84,73,67,61,78,74,,DE
